id,subject,description,status,priority,type,via_channel,tags,requester_id,assignee_id,group_id,created_at,updated_at,true_category_id_triage,true_category_id_final,taxonomy_version,is_drift_case,is_ambiguous_case,ambiguous_with_category_id,is_injected_new_category
10364,Missing points from order,What benefits come with the premium membership tier?,solved,low,incident,email,,52401,909,1,2025-08-22T22:11:23,2025-08-23T04:02:23,LOY-001,LOY-001,1,False,False,,False
10365,My order is late,Order #564915 was supposed to arrive on Aug 13 and it's still not here. What's going on?,closed,high,incident,email,,53567,904,1,2025-08-15T22:02:54,2025-08-16T07:13:54,ORD-002,ORD-002,1,False,False,,False
10366,Stock availability question,Is there any way to get notified when the yoga mat is restocked?,solved,normal,question,email,,50706,914,1,2025-07-26T09:21:12,2025-07-26T19:22:12,PRD-004,PRD-004,1,False,False,,False
10367,Disappointed with quality,The leather wallet I received feels much cheaper than it looked in the photos.,solved,normal,problem,web_widget,"web,mobile_app",50890,920,1,2025-06-08T09:32:56,2025-06-08T15:38:56,PRD-005,PRD-005,1,False,False,,False
10368,Frustrated customer,"Hi, I've had several issues with my last few orders and I'm not happy with the service.",open,normal,incident,web_widget,web,53397,920,1,2025-06-16T12:24:02,2025-06-16T20:33:02,GEN-001,GEN-001,1,False,False,,False
10369,Update my account details,Can you help me change the phone number linked to my account?,solved,normal,task,email,vip,51322,911,1,2025-07-30T22:05:37,2025-07-31T07:23:37,ACC-002,ACC-002,1,False,False,,False
10370,Order #345684 status,"Hello, just checking on the status of order #345684, it's been a few days and I haven't heard anything.",pending,normal,incident,web_widget,"priority,web",52461,910,1,2025-07-07T12:19:19,2025-07-07T22:31:19,ORD-001,ORD-001,1,False,False,,False
10371,Can't log in,"The password reset link you sent isn't working, can you help me get back in?",solved,high,task,web_widget,"ecommerce,vip",50704,909,1,2025-06-17T19:15:15,2025-06-18T03:22:15,ACC-001,ACC-001,1,False,False,,False
10372,Delivery delay on #738081,Order #738081 was supposed to arrive on Jul 18 and it's still not here. What's going on?,solved,normal,problem,web_widget,"mobile_app,ecommerce",52000,921,2,2025-07-24T09:04:01,2025-07-24T14:56:01,ORD-002,ORD-002,1,False,False,,False
10373,Defective sneakers,"Hi, my order arrived and teh sneakers is broken, it won't turn on at all.",solved,normal,task,web_widget,vip,51069,913,1,2025-07-07T05:54:43,2025-07-07T12:05:43,PRD-001,PRD-001,1,False,False,,False
10374,My order is late,Order #544664 was supposed to arrive on May 24 and it's still not here. What's going on?,solved,low,problem,web_widget,vip,53457,917,2,2025-06-11T03:57:50,2025-06-11T16:32:50,ORD-002,ORD-002,1,False,False,,False
10375,Still waiting on refund for #118369,"I returned my order #118369 6 days ago and haven't seen a refund yet, can yuo check?",solved,low,problem,web_widget,,53140,900,1,2025-06-17T06:26:18,2025-06-17T12:26:18,RET-002,RET-002,1,False,False,,False
10376,Where is my refund?,"Hi, when will I get my money back for teh item I sent back?",closed,low,incident,web_widget,"ecommerce,mobile_app",52495,923,1,2025-08-20T06:50:06,2025-08-20T22:52:06,RET-002,RET-002,1,False,False,,False
10377,Delivery delay on #920039,"Hi, my delivery is running late, I ordered the yoga mat over a week ago.",closed,normal,task,web_widget,"mobile_app,priority",50742,921,1,2025-06-01T11:02:26,2025-06-01T22:05:26,ORD-002,ORD-002,1,False,False,,False
10378,Refund status,"I returned my order #792792 12 days ago and haven't seen a refund yet, can you check?",closed,normal,question,web_widget,,52180,922,1,2025-07-06T12:06:16,2025-07-06T21:21:16,RET-002,RET-002,1,False,False,,False
10379,Delivery delay on #915293,"Hi, my delivery is running late, I ordered the sunglasses over a week ago.",open,low,incident,web_widget,,50865,903,1,2025-06-17T06:12:55,2025-06-17T17:33:55,ORD-002,ORD-002,1,False,False,,False
10380,Stock availability question,"Hi, the phone case shows as out of stock, do you know when it'll be available again?",closed,normal,task,web_widget,,52181,910,2,2025-07-30T17:28:11,2025-07-30T21:23:11,PRD-004,PRD-004,1,False,False,,False
10381,My order never arrived,Order #595104 shows as delivered but I never received anything. I've checked with neighbours and the building office.,closed,high,question,email,web,53482,905,1,2025-08-05T19:32:55,2025-08-06T10:37:55,ORD-003,ORD-003,1,False,False,,False
10382,Not as pictured,The leather wallet I received feels much cheaper than it looked in the photos.,solved,low,question,web_widget,"ecommerce,mobile_app",50495,922,2,2025-07-29T21:35:34,2025-07-30T05:59:34,PRD-005,PRD-005,1,False,False,,False
10383,Still waiting on refund for #822672,"Hi, when will I get my money back for the item I sent back?",solved,high,problem,web_widget,,52904,915,2,2025-08-08T21:38:16,2025-08-09T14:26:16,RET-002,RET-002,1,False,False,,False
10384,Tracking question,"Hi, I placed order #481851 on May 28 and I can't find any tracking info. Can you tell me where it is?",pending,low,question,web_widget,priority,53485,906,1,2025-06-14T12:06:37,2025-06-14T22:03:37,ORD-001,ORD-001,1,False,False,,False
10385,Incorrect charge amount,"I was charged twice for order #781570, can you refund the duplicate? I returned my order #781570 9 days ago and haven't seen a refund yet, can you check?",solved,normal,incident,web_widget,"mobile_app,priority",50918,904,1,2025-08-10T19:35:46,2025-08-11T00:47:46,PAY-002,PAY-002,1,False,True,RET-002,False
10386,Payment declined,"My card keeps getting declined when I try to check out, even though there are funds available.",solved,normal,problem,web_widget,"mobile_app,ecommerce",50164,919,1,2025-06-26T06:09:05,2025-06-27T00:04:05,PAY-001,PAY-001,1,False,False,,False
10387,Receipt for accounting,Where can I download a receipt for my recent purchase?,solved,normal,question,email,,52949,914,2,2025-06-18T17:32:37,2025-06-19T03:42:37,PAY-003,PAY-003,1,False,False,,False
10388,Wrong refund amount,"Hi, I was only refunded part of my order, can you check what happened?",solved,high,incident,web_widget,,51997,900,1,2025-08-28T16:30:32,2025-08-28T23:50:32,RET-003,RET-003,1,False,False,,False
10389,Package hasn't arrived yet,"Hi, my delivery is running late, I ordered the yoga mat over a week ago.",solved,normal,task,email,,51326,905,1,2025-07-07T01:35:50,2025-07-07T12:26:50,ORD-002,ORD-002,1,False,False,,False
10390,Wrong item received,"Hi, the color/size I received doesn't match order #246727 at all.",solved,high,task,email,,53122,912,1,2025-07-08T05:00:22,2025-07-08T12:35:22,PRD-002,PRD-002,1,False,False,,False
10391,When will this be back in stock?,"Hi, the phone case shows as out of stock, do you know when it'll be available again?",solved,normal,problem,email,,53199,921,1,2025-08-27T08:33:58,2025-08-27T22:43:58,PRD-004,PRD-004,1,False,False,,False
10392,Quality doesn't match description,"Hi, the quality of this item really doesn't match the product description on the site.",pending,normal,question,email,"vip,ecommerce",53162,924,1,2025-08-11T12:49:44,2025-08-11T19:00:44,PRD-005,PRD-005,1,False,False,,False
10393,Password reset not working,"Hi, I can't log into my account, it keeps saying my password is wrong even after resetting it.",closed,normal,incident,email,,52317,913,2,2025-08-27T08:41:32,2025-08-27T22:17:32,ACC-001,ACC-001,1,False,False,,False
10394,Charged twice,"Hi, teh amount charged to my card doesn't match my order total, can you check?",solved,low,question,web_widget,,50744,920,1,2025-07-12T07:52:33,2025-07-12T20:01:33,PAY-002,PAY-002,1,False,False,,False
10395,How do I return this?,What's the process to send back an item I ordered? It doesn't fit.,open,low,incident,web_widget,mobile_app,53192,904,1,2025-08-26T21:29:04,2025-08-27T05:09:04,RET-001,RET-001,1,False,False,,False
10396,Need an invoice,"Hi, could you send me an invoice for order #197362? I need it for accounting.",solved,normal,task,web_widget,,51635,906,1,2025-07-05T15:13:37,2025-07-06T03:46:37,PAY-003,PAY-003,1,False,False,,False
10397,Where is my refund?,"I returned my order #988991 13 days ago and haven't seen a refund yet, can you check?",closed,high,task,web_widget,"priority,web",51452,911,2,2025-08-16T03:26:04,2025-08-16T17:22:04,RET-002,RET-002,1,False,False,,False
10398,My order is late,Order #523262 was supposed to arrive on May 22 and it's still not here. What's going on? Order #523262 shows as delivered but I never received anything. I've checked with neighbours and the building office.,solved,urgent,question,email,mobile_app,51495,903,2,2025-06-03T17:29:31,2025-06-03T23:52:31,ORD-002,ORD-002,1,False,True,ORD-003,False
10399,Need an invoice,Where can I download a receipt for my recent purchase?,solved,normal,task,web_widget,"ecommerce,priority",53506,917,1,2025-08-17T23:57:38,2025-08-18T09:16:38,PAY-003,PAY-003,1,False,False,,False
10400,How do I return this?,What's the process to send back an item I ordered? It doesn't fit.,solved,low,task,web_widget,,50926,908,1,2025-07-31T00:24:19,2025-07-31T13:57:19,RET-001,RET-001,1,False,False,,False
10401,Can't complete checkout,"Hi, I'm getting a payment error and can't finish my order.",solved,low,problem,web_widget,vip,51856,919,1,2025-07-11T00:53:07,2025-07-11T14:00:07,PAY-001,PAY-001,1,False,False,,False
10402,Thank you!,"Just wanted to say thank you, my order arrived early and in perfect condition.",closed,normal,task,email,ecommerce,51853,913,1,2025-08-25T12:28:05,2025-08-26T04:17:05,GEN-003,GEN-003,1,False,False,,False
10403,Update my account details,Can you help me change the phone number linked to my account?,pending,normal,incident,web_widget,,51641,909,1,2025-07-18T11:46:26,2025-07-18T16:24:26,ACC-002,ACC-002,1,False,False,,False
10404,Discount code not working,I used the code NOVA5 but it didn't apply any discount at checkout.,solved,low,problem,email,,52646,913,1,2025-06-18T14:25:15,2025-06-18T22:28:15,PAY-004,PAY-004,1,False,False,,False
10405,Product arrived defective,"Hi, my order arrived and the sneakers is broken, it won't turn on at all.",solved,low,task,web_widget,priority,51562,908,1,2025-07-13T11:08:27,2025-07-13T20:39:27,PRD-001,PRD-001,1,False,False,,False
10406,Didn't get my discount,"Hi, I was supposed to get a discount but my order #611560 was charged full price.",pending,normal,question,email,"mobile_app,ecommerce",52421,913,1,2025-06-10T11:06:49,2025-06-10T20:11:49,PAY-004,LOY-001,1,True,False,,False
10407,Tracking question,"Hello, just checking on the status of order #532164, it's been a few days and I haven't heard anything.",closed,high,problem,web_widget,"priority,vip",50884,918,1,2025-07-28T09:23:21,2025-07-28T22:03:21,ORD-001,ORD-001,1,False,False,,False
10408,Wrong item received,"Hi, the color/size I received doesn't match order #428124 at all.",closed,normal,question,web_widget,,53394,909,1,2025-08-05T17:06:05,2025-08-05T22:18:05,PRD-002,PRD-002,1,False,False,,False
10409,Locked out of my account,"Hi, I can't log into my account, it keeps saying my password is wrong even after resetting it.",solved,low,incident,email,,52914,919,2,2025-07-31T08:45:25,2025-07-31T17:01:25,ACC-001,ACC-001,1,False,False,,False
10410,Delivery delay on #411210,"Hi, my delivery is running late, I ordered the wireless headphones over a week ago.",solved,low,incident,web_widget,"priority,web",51004,907,1,2025-08-13T20:48:13,2025-08-14T05:42:13,ORD-002,ORD-002,1,False,False,,False
10411,Item stopped working,"Hi, my order arrived and teh smartwatch is broken, it won't turn on at all.",closed,low,problem,web_widget,"vip,web",50395,925,2,2025-08-04T11:25:30,2025-08-04T21:00:30,PRD-001,PRD-001,1,False,False,,False
10412,Out of stock item,Is there any way to get notified when the smartwatch is restocked?,solved,low,incident,email,,52980,900,2,2025-07-15T16:11:27,2025-07-16T07:23:27,PRD-004,PRD-004,1,False,False,,False
10413,Tracking question,"Hello, just checking on the status of order #523158, it's been a few days and I haven't heard anything.",open,normal,problem,web_widget,,52659,915,2,2025-07-01T04:48:05,2025-07-01T12:05:05,ORD-001,ORD-001,1,False,False,,False
10414,Quick question,This might not be the right place but I wasn't sure where else to send this.,open,low,incident,web_widget,"priority,mobile_app",52145,908,1,2025-07-26T04:10:03,2025-07-26T11:11:03,GEN-OTHER,GEN-OTHER,1,False,False,,False
10415,Invoice request for #131815,Where can I download a receipt for my recent purchase?,pending,normal,question,email,,52893,924,1,2025-06-14T13:10:52,2025-06-14T23:11:52,PAY-003,PAY-003,1,False,False,,False
10416,Return eligibility,"Hi, quick question about your returns policy, can I return an item I already opened?",closed,low,question,web_widget,web,51385,907,1,2025-06-22T19:05:52,2025-06-23T04:12:52,RET-004,LOY-001,1,True,False,,False
10417,Charged twice,"Hi, the amount charged to my card doesn't match my order total, can you check?",solved,normal,question,email,,51982,919,1,2025-07-16T07:03:50,2025-07-17T00:44:50,PAY-002,PAY-002,1,False,False,,False
10418,Where is my order?,"Hello, just checking on the status of order #313498, it's been a few days and I haven't heard anything.",solved,high,task,email,"vip,priority",51872,905,2,2025-08-04T20:17:20,2025-08-05T05:49:20,ORD-001,RET-004,1,True,False,,False
10419,Stock availability question,Is there any way to get notified when the winter coat is restocked?,solved,urgent,task,web_widget,vip,53599,920,2,2025-06-25T19:32:26,2025-06-26T02:19:26,PRD-004,PRD-004,1,False,False,,False
10420,Refund status,"I returned my order #311944 15 days ago and haven't seen a refund yet, can you check?",closed,normal,question,web_widget,,53504,918,1,2025-08-09T06:24:07,2025-08-09T11:06:07,RET-002,RET-002,1,False,False,,False
10421,Package hasn't arrived yet,Order #775424 was supposed to arrive on Jun 30 and it's still not here. What's going on?,solved,normal,task,web_widget,,51398,908,2,2025-07-02T20:50:29,2025-07-03T02:38:29,ORD-002,ORD-002,1,False,False,,False
10422,Refund status,"I returned my order #250456 5 days ago and haven't seen a refund yet, can you check?",closed,normal,incident,web_widget,priority,52533,923,1,2025-08-24T21:44:20,2025-08-25T17:53:20,RET-002,RET-002,1,False,False,,False
10423,Quick question,"Hi, I have a question but I'm not totally sure it's the right team to ask.",solved,normal,problem,web_widget,priority,50591,909,1,2025-06-16T20:52:24,2025-06-17T03:47:24,GEN-OTHER,GEN-OTHER,1,False,False,,False
10424,Delivery delay on #304054,"Hi, my delivery is running late, I ordered the bluetooth speaker over a week ago.",pending,normal,task,web_widget,ecommerce,52962,916,1,2025-06-20T17:57:45,2025-06-20T21:55:45,ORD-002,ORD-002,1,False,False,,False
10425,Order #882208 missing an item,"I just opened my package for order #882208 and the sneakers is missing, only the rest of the items were inside.",open,normal,question,web_widget,web,52842,906,1,2025-07-31T17:04:11,2025-08-01T02:30:11,ORD-004,ORD-004,1,False,False,,False
